,char,unicode
1372,持,0x6301
1373,持,0x6301
1374,持,0x6301
1375,持,0x6301
1376,持,0x6301
1377,持,0x6301
1378,持,0x6301
1379,持,0x6301
1380,従,0x5f93
1381,従,0x5f93
1382,従,0x5f93
1383,従,0x5f93
1384,従,0x5f93
1385,従,0x5f93
1386,従,0x5f93
1387,従,0x5f93
1388,従,0x5f93
1389,従,0x5f93
1390,得,0x5f97
1391,得,0x5f97
1392,得,0x5f97
1393,得,0x5f97
1394,得,0x5f97
1395,得,0x5f97
1396,得,0x5f97
1397,得,0x5f97
1398,得,0x5f97
1399,得,0x5f97
1400,衛,0x885b
1401,衛,0x885b
1402,衛,0x885b
1403,衛,0x885b
1404,衛,0x885b
1405,衛,0x885b
1406,衛,0x885b
1407,衛,0x885b
1408,衛,0x885b
1409,衛,0x885b
1410,心,0x5fc3
1411,心,0x5fc3
1412,心,0x5fc3
1413,心,0x5fc3
1414,心,0x5fc3
1415,心,0x5fc3
1416,心,0x5fc3
1417,心,0x5fc3
1418,心,0x5fc3
1419,心,0x5fc3
1420,必,0x5fc5
1421,必,0x5fc5
1422,必,0x5fc5
1423,必,0x5fc5
1424,必,0x5fc5
1425,必,0x5fc5
1426,必,0x5fc5
1427,必,0x5fc5
1428,必,0x5fc5
1429,必,0x5fc5
1430,思,0x601d
1431,思,0x601d
1432,思,0x601d
1433,思,0x601d
1434,思,0x601d
1435,思,0x601d
1436,思,0x601d
1437,思,0x601d
1438,思,0x601d
1439,思,0x601d
1440,安,0x5b89
1441,安,0x5b89
1442,安,0x5b89
1443,安,0x5b89
1444,安,0x5b89
1445,安,0x5b89
1446,安,0x5b89
1447,安,0x5b89
1448,安,0x5b89
1449,安,0x5b89
1450,官,0x5b98
1451,官,0x5b98
1452,官,0x5b98
1453,官,0x5b98
1454,官,0x5b98
1455,官,0x5b98
1456,官,0x5b98
1457,官,0x5b98
1458,官,0x5b98
1459,官,0x5b98
1460,実,0x5b9f
1461,実,0x5b9f
1462,実,0x5b9f
1463,実,0x5b9f
1464,実,0x5b9f
1465,実,0x5b9f
1466,実,0x5b9f
1467,実,0x5b9f
1468,実,0x5b9f
1469,実,0x5b9f
1470,突,0x7a81
1471,突,0x7a81
1472,突,0x7a81
1473,突,0x7a81
1474,突,0x7a81
1475,突,0x7a81
1476,突,0x7a81
1477,突,0x7a81
1478,突,0x7a81
1479,突,0x7a81
1480,宮,0x5bae
1481,宮,0x5bae
1482,宮,0x5bae
1483,宮,0x5bae
1484,宮,0x5bae
1485,宮,0x5bae
1486,宮,0x5bae
1487,宮,0x5bae
1488,宮,0x5bae
1489,宮,0x5bae
1490,容,0x5bb9
1491,容,0x5bb9
1492,容,0x5bb9
1493,容,0x5bb9
1494,容,0x5bb9
1495,容,0x5bb9
1496,容,0x5bb9
1497,容,0x5bb9
1498,容,0x5bb9
1499,容,0x5bb9
1500,宿,0x5bbf
1501,宿,0x5bbf
1502,宿,0x5bbf
1503,宿,0x5bbf
1504,宿,0x5bbf
1505,宿,0x5bbf
1506,宿,0x5bbf
1507,宿,0x5bbf
1508,宿,0x5bbf
1509,宿,0x5bbf
1510,家,0x5bb6
1511,家,0x5bb6
1512,家,0x5bb6
1513,家,0x5bb6
1514,家,0x5bb6
1515,家,0x5bb6
1516,家,0x5bb6
1517,家,0x5bb6
1518,家,0x5bb6
1519,家,0x5bb6
1520,害,0x5bb3
1521,害,0x5bb3
1522,害,0x5bb3
1523,害,0x5bb3
1524,害,0x5bb3
1525,害,0x5bb3
1526,害,0x5bb3
1527,害,0x5bb3
1528,害,0x5bb3
1529,害,0x5bb3
1530,察,0x5bdf
1531,察,0x5bdf
1532,察,0x5bdf
1533,察,0x5bdf
1534,察,0x5bdf
1535,察,0x5bdf
1536,察,0x5bdf
1537,察,0x5bdf
1538,察,0x5bdf
1539,察,0x5bdf
1540,富,0x5bcc
1541,富,0x5bcc
1542,富,0x5bcc
1543,富,0x5bcc
1544,富,0x5bcc
1545,富,0x5bcc
1546,富,0x5bcc
1547,富,0x5bcc
1548,富,0x5bcc
1549,富,0x5bcc
1550,小,0x5c0f
1551,小,0x5c0f
1552,小,0x5c0f
1553,小,0x5c0f
1554,小,0x5c0f
1555,小,0x5c0f
1556,小,0x5c0f
1557,小,0x5c0f
1558,小,0x5c0f
1559,小,0x5c0f
1560,急,0x6025
1561,急,0x6025
1562,急,0x6025
1563,急,0x6025
1564,急,0x6025
1565,急,0x6025
1566,急,0x6025
1567,急,0x6025
1568,急,0x6025
1569,急,0x6025
1570,悪,0x60aa
1571,悪,0x60aa
1572,悪,0x60aa
1573,悪,0x60aa
1574,悪,0x60aa
1575,悪,0x60aa
1576,悪,0x60aa
1577,悪,0x60aa
1578,悪,0x60aa
1579,悪,0x60aa
1580,意,0x610f
1581,意,0x610f
1582,意,0x610f
1583,意,0x610f
1584,意,0x610f
1585,意,0x610f
1586,意,0x610f
1587,意,0x610f
1588,意,0x610f
1589,意,0x610f
1590,感,0x611f
1591,感,0x611f
1592,感,0x611f
1593,感,0x611f
1594,感,0x611f
1595,感,0x611f
1596,感,0x611f
1597,感,0x611f
1598,感,0x611f
1599,感,0x611f
1600,愛,0x611b
1601,愛,0x611b
1602,愛,0x611b
1603,愛,0x611b
1604,愛,0x611b
1605,愛,0x611b
1606,愛,0x611b
1607,愛,0x611b
1608,愛,0x611b
1609,愛,0x611b
1610,態,0x614b
1611,態,0x614b
1612,態,0x614b
1613,態,0x614b
1614,態,0x614b
1615,態,0x614b
1616,態,0x614b
1617,態,0x614b
1618,態,0x614b
1619,態,0x614b
1620,情,0x60c5
1621,情,0x60c5
1622,情,0x60c5
1623,情,0x60c5
1624,情,0x60c5
1625,情,0x60c5
1626,情,0x60c5
1627,情,0x60c5
1628,情,0x60c5
1629,情,0x60c5
1630,成,0x6210
1631,成,0x6210
1632,成,0x6210
1633,成,0x6210
1634,成,0x6210
1635,成,0x6210
1636,成,0x6210
1637,成,0x6210
1638,成,0x6210
1639,成,0x6210
1640,戦,0x6226
1641,戦,0x6226
1642,戦,0x6226
1643,戦,0x6226
1644,戦,0x6226
1645,戦,0x6226
1646,戦,0x6226
1647,戦,0x6226
1648,戦,0x6226
1649,戦,0x6226
1650,戸,0x6238
1651,戸,0x6238
1652,戸,0x6238
1653,戸,0x6238
1654,戸,0x6238
1655,戸,0x6238
1656,戸,0x6238
1657,戸,0x6238
1658,戸,0x6238
1659,戸,0x6238
1660,所,0x6240
1661,所,0x6240
1662,所,0x6240
1663,所,0x6240
1664,所,0x6240
1665,所,0x6240
1666,所,0x6240
1667,所,0x6240
1668,所,0x6240
1669,所,0x6240
1670,手,0x624b
1671,手,0x624b
1672,手,0x624b
1673,手,0x624b
1674,手,0x624b
1675,手,0x624b
1676,手,0x624b
1677,手,0x624b
1678,手,0x624b
1679,手,0x624b
1680,少,0x5c11
1681,少,0x5c11
1682,少,0x5c11
1683,少,0x5c11
1684,少,0x5c11
1685,少,0x5c11
1686,少,0x5c11
1687,少,0x5c11
1688,少,0x5c11
1689,少,0x5c11
1690,当,0x5f53
1691,当,0x5f53
1692,当,0x5f53
1693,当,0x5f53
1694,当,0x5f53
1695,当,0x5f53
1696,当,0x5f53
1697,当,0x5f53
1698,当,0x5f53
1699,当,0x5f53
1700,単,0x5358
1701,単,0x5358
1702,単,0x5358
1703,単,0x5358
1704,単,0x5358
1705,単,0x5358
1706,単,0x5358
1707,単,0x5358
1708,単,0x5358
1709,単,0x5358
1710,営,0x55b6
1711,営,0x55b6
1712,営,0x55b6
1713,営,0x55b6
1714,営,0x55b6
1715,営,0x55b6
1716,営,0x55b6
1717,営,0x55b6
1718,営,0x55b6
1719,営,0x55b6
1720,党,0x515a
1721,党,0x515a
1722,党,0x515a
1723,党,0x515a
1724,党,0x515a
1725,党,0x515a
1726,党,0x515a
1727,党,0x515a
1728,党,0x515a
1729,党,0x515a
1730,局,0x5c40
1731,局,0x5c40
1732,局,0x5c40
1733,局,0x5c40
1734,局,0x5c40
1735,局,0x5c40
1736,局,0x5c40
1737,局,0x5c40
1738,局,0x5c40
1739,局,0x5c40
1740,屋,0x5c4b
1741,屋,0x5c4b
1742,屋,0x5c4b
1743,屋,0x5c4b
1744,屋,0x5c4b
1745,屋,0x5c4b
1746,屋,0x5c4b
1747,屋,0x5c4b
1748,屋,0x5c4b
1749,屋,0x5c4b
1750,山,0x5c71
1751,山,0x5c71
1752,山,0x5c71
1753,山,0x5c71
1754,山,0x5c71
1755,山,0x5c71
1756,山,0x5c71
1757,山,0x5c71
1758,山,0x5c71
1759,山,0x5c71
1760,島,0x5cf6
1761,島,0x5cf6
1762,島,0x5cf6
1763,島,0x5cf6
1764,島,0x5cf6
1765,島,0x5cf6
1766,島,0x5cf6
1767,島,0x5cf6
1768,島,0x5cf6
1769,島,0x5cf6
1770,崎,0x5d0e
1771,崎,0x5d0e
1772,崎,0x5d0e
1773,崎,0x5d0e
1774,崎,0x5d0e
1775,崎,0x5d0e
1776,崎,0x5d0e
1777,崎,0x5d0e
1778,崎,0x5d0e
1779,崎,0x5d0e
1780,川,0x5ddd
1781,川,0x5ddd
1782,川,0x5ddd
1783,川,0x5ddd
1784,川,0x5ddd
1785,川,0x5ddd
1786,川,0x5ddd
1787,川,0x5ddd
1788,川,0x5ddd
1789,川,0x5ddd
1790,州,0x5dde
1791,州,0x5dde
1792,州,0x5dde
1793,州,0x5dde
1794,州,0x5dde
1795,州,0x5dde
1796,州,0x5dde
1797,州,0x5dde
1798,州,0x5dde
1799,州,0x5dde
1800,打,0x6253
1801,打,0x6253
1802,打,0x6253
1803,打,0x6253
1804,打,0x6253
1805,打,0x6253
1806,打,0x6253
1807,打,0x6253
1808,打,0x6253
1809,打,0x6253
1810,払,0x6255
1811,払,0x6255
1812,払,0x6255
1813,払,0x6255
1814,払,0x6255
1815,払,0x6255
1816,払,0x6255
1817,払,0x6255
1818,払,0x6255
1819,払,0x6255
1820,投,0x6295
1821,投,0x6295
1822,投,0x6295
1823,投,0x6295
1824,投,0x6295
1825,投,0x6295
1826,投,0x6295
1827,投,0x6295
1828,投,0x6295
1829,投,0x6295
1830,招,0x62db
1831,招,0x62db
1832,招,0x62db
1833,招,0x62db
1834,招,0x62db
1835,招,0x62db
1836,招,0x62db
1837,招,0x62db
1838,招,0x62db
1839,招,0x62db
1840,待,0x5f85
1841,待,0x5f85
1842,待,0x5f85
1843,待,0x5f85
1844,待,0x5f85
1845,待,0x5f85
1846,待,0x5f85
1847,待,0x5f85
1848,待,0x5f85
1849,待,0x5f85
1850,振,0x632f
1851,振,0x632f
1852,振,0x632f
1853,振,0x632f
1854,振,0x632f
1855,振,0x632f
1856,振,0x632f
1857,振,0x632f
1858,振,0x632f
1859,振,0x632f
1860,採,0x63a1
1861,採,0x63a1
1862,採,0x63a1
1863,採,0x63a1
1864,採,0x63a1
1865,採,0x63a1
1866,採,0x63a1
1867,採,0x63a1
1868,採,0x63a1
1869,採,0x63a1
1870,提,0x63d0
1871,提,0x63d0
1872,提,0x63d0
1873,提,0x63d0
1874,提,0x63d0
1875,提,0x63d0
1876,提,0x63d0
1877,提,0x63d0
1878,提,0x63d0
1879,提,0x63d0
1880,支,0x652f
1881,支,0x652f
1882,支,0x652f
1883,支,0x652f
1884,支,0x652f
1885,支,0x652f
1886,支,0x652f
1887,支,0x652f
1888,支,0x652f
1889,支,0x652f
1890,改,0x6539
1891,改,0x6539
1892,改,0x6539
1893,改,0x6539
1894,改,0x6539
1895,改,0x6539
1896,改,0x6539
1897,改,0x6539
1898,改,0x6539
1899,改,0x6539
1900,政,0x653f
1901,政,0x653f
1902,政,0x653f
1903,政,0x653f
1904,政,0x653f
1905,政,0x653f
1906,政,0x653f
1907,政,0x653f
1908,政,0x653f
1909,政,0x653f
1910,散,0x6563
1911,散,0x6563
1912,散,0x6563
1913,散,0x6563
1914,散,0x6563
1915,散,0x6563
1916,散,0x6563
1917,散,0x6563
1918,散,0x6563
1919,散,0x6563
1920,教,0x6559
1921,教,0x6559
1922,教,0x6559
1923,教,0x6559
1924,教,0x6559
1925,教,0x6559
1926,教,0x6559
1927,教,0x6559
1928,教,0x6559
1929,教,0x6559
1930,育,0x80b2
1931,育,0x80b2
1932,育,0x80b2
1933,育,0x80b2
1934,育,0x80b2
1935,育,0x80b2
1936,育,0x80b2
1937,育,0x80b2
1938,育,0x80b2
1939,育,0x80b2
1940,数,0x6570
1941,数,0x6570
1942,数,0x6570
1943,数,0x6570
1944,数,0x6570
1945,数,0x6570
1946,数,0x6570
1947,数,0x6570
1948,数,0x6570
1949,数,0x6570
1950,整,0x6574
1951,整,0x6574
1952,整,0x6574
1953,整,0x6574
1954,整,0x6574
1955,整,0x6574
1956,整,0x6574
1957,整,0x6574
1958,整,0x6574
1959,整,0x6574
1960,新,0x65b0
1961,新,0x65b0
1962,新,0x65b0
1963,新,0x65b0
1964,新,0x65b0
1965,新,0x65b0
1966,新,0x65b0
1967,新,0x65b0
1968,新,0x65b0
1969,新,0x65b0
1970,断,0x65ad
1971,断,0x65ad
1972,断,0x65ad
1973,断,0x65ad
1974,断,0x65ad
1975,断,0x65ad
1976,断,0x65ad
1977,断,0x65ad
1978,断,0x65ad
1979,断,0x65ad
1980,方,0x65b9
1981,方,0x65b9
1982,方,0x65b9
1983,方,0x65b9
1984,方,0x65b9
1985,方,0x65b9
1986,方,0x65b9
1987,方,0x65b9
1988,方,0x65b9
1989,方,0x65b9
1990,放,0x653e
1991,放,0x653e
1992,放,0x653e
1993,放,0x653e
1994,放,0x653e
1995,放,0x653e
1996,放,0x653e
1997,放,0x653e
1998,放,0x653e
1999,放,0x653e
2000,施,0x65bd
2001,施,0x65bd
2002,施,0x65bd
2003,施,0x65bd
2004,施,0x65bd
2005,施,0x65bd
2006,施,0x65bd
2007,施,0x65bd
2008,施,0x65bd
2009,施,0x65bd
2010,早,0x65e9
2011,早,0x65e9
2012,早,0x65e9
2013,早,0x65e9
2014,早,0x65e9
2015,早,0x65e9
2016,早,0x65e9
2017,早,0x65e9
2018,早,0x65e9
2019,早,0x65e9
2020,明,0x660e
2021,明,0x660e
2022,明,0x660e
2023,明,0x660e
2024,明,0x660e
2025,明,0x660e
2026,明,0x660e
2027,明,0x660e
2028,明,0x660e
2029,明,0x660e
2030,春,0x6625
2031,春,0x6625
2032,春,0x6625
2033,春,0x6625
2034,春,0x6625
2035,春,0x6625
2036,春,0x6625
2037,春,0x6625
2038,春,0x6625
2039,春,0x6625
2040,あ,0x3042
2041,あ,0x3042
2042,あ,0x3042
2043,あ,0x3042
2044,あ,0x3042
2045,あ,0x3042
2046,あ,0x3042
2047,あ,0x3042
2048,あ,0x3042
2049,あ,0x3042
2050,い,0x3044
2051,い,0x3044
2052,い,0x3044
2053,い,0x3044
2054,い,0x3044
2055,い,0x3044
2056,い,0x3044
2057,い,0x3044
2058,い,0x3044
2059,い,0x3044
2060,う,0x3046
2061,う,0x3046
2062,う,0x3046
2063,う,0x3046
2064,う,0x3046
2065,う,0x3046
2066,う,0x3046
2067,う,0x3046
2068,う,0x3046
2069,う,0x3046
2070,え,0x3048
2071,え,0x3048
2072,え,0x3048
2073,え,0x3048
2074,え,0x3048
2075,え,0x3048
2076,え,0x3048
2077,え,0x3048
2078,え,0x3048
2079,え,0x3048
2080,お,0x304a
2081,お,0x304a
2082,お,0x304a
2083,お,0x304a
2084,お,0x304a
2085,お,0x304a
2086,お,0x304a
2087,お,0x304a
2088,お,0x304a
2089,お,0x304a
2090,か,0x304b
2091,か,0x304b
2092,か,0x304b
2093,か,0x304b
2094,か,0x304b
2095,か,0x304b
2096,か,0x304b
2097,か,0x304b
2098,か,0x304b
2099,か,0x304b
2100,き,0x304d
2101,き,0x304d
2102,き,0x304d
2103,き,0x304d
2104,き,0x304d
2105,き,0x304d
2106,き,0x304d
2107,き,0x304d
2108,き,0x304d
2109,き,0x304d
2110,く,0x304f
2111,く,0x304f
2112,く,0x304f
2113,く,0x304f
2114,く,0x304f
2115,く,0x304f
2116,く,0x304f
2117,く,0x304f
2118,く,0x304f
2119,く,0x304f
2120,け,0x3051
2121,け,0x3051
2122,け,0x3051
2123,け,0x3051
2124,け,0x3051
2125,け,0x3051
2126,け,0x3051
2127,け,0x3051
2128,け,0x3051
2129,け,0x3051
2130,こ,0x3053
2131,こ,0x3053
2132,こ,0x3053
2133,こ,0x3053
2134,こ,0x3053
2135,こ,0x3053
2136,こ,0x3053
2137,こ,0x3053
2138,こ,0x3053
2139,こ,0x3053
2140,さ,0x3055
2141,さ,0x3055
2142,さ,0x3055
2143,さ,0x3055
2144,さ,0x3055
2145,さ,0x3055
2146,さ,0x3055
2147,さ,0x3055
2148,さ,0x3055
2149,さ,0x3055
2150,し,0x3057
2151,し,0x3057
2152,し,0x3057
2153,し,0x3057
2154,し,0x3057
2155,し,0x3057
2156,し,0x3057
2157,し,0x3057
2158,し,0x3057
2159,し,0x3057
2160,昨,0x6628
2161,昨,0x6628
2162,昨,0x6628
2163,昨,0x6628
2164,昨,0x6628
2165,昨,0x6628
2166,昨,0x6628
2167,昨,0x6628
2168,昨,0x6628
2169,昨,0x6628
2170,映,0x6620
2171,映,0x6620
2172,映,0x6620
2173,映,0x6620
2174,映,0x6620
2175,映,0x6620
2176,映,0x6620
2177,映,0x6620
2178,映,0x6620
2179,映,0x6620
2180,画,0x753b
2181,画,0x753b
2182,画,0x753b
2183,画,0x753b
2184,画,0x753b
2185,画,0x753b
2186,画,0x753b
2187,画,0x753b
2188,画,0x753b
2189,画,0x753b
2190,書,0x66f8
2191,書,0x66f8
2192,書,0x66f8
2193,書,0x66f8
2194,書,0x66f8
2195,書,0x66f8
2196,書,0x66f8
2197,書,0x66f8
2198,書,0x66f8
2199,書,0x66f8
2200,最,0x6700
2201,最,0x6700
2202,最,0x6700
2203,最,0x6700
2204,最,0x6700
2205,最,0x6700
2206,最,0x6700
2207,最,0x6700
2208,最,0x6700
2209,最,0x6700
2210,有,0x6709
2211,有,0x6709
2212,有,0x6709
2213,有,0x6709
2214,有,0x6709
2215,有,0x6709
2216,有,0x6709
2217,有,0x6709
2218,有,0x6709
2219,有,0x6709
2220,能,0x80fd
2221,能,0x80fd
2222,能,0x80fd
2223,能,0x80fd
2224,能,0x80fd
2225,能,0x80fd
2226,能,0x80fd
2227,能,0x80fd
2228,能,0x80fd
2229,能,0x80fd
2230,勝,0x52dd
2231,勝,0x52dd
2232,勝,0x52dd
2233,勝,0x52dd
2234,勝,0x52dd
2235,勝,0x52dd
2236,勝,0x52dd
2237,勝,0x52dd
2238,勝,0x52dd
2239,勝,0x52dd
2240,朝,0x671d
2241,朝,0x671d
2242,朝,0x671d
2243,朝,0x671d
2244,朝,0x671d
2245,朝,0x671d
2246,朝,0x671d
2247,朝,0x671d
2248,朝,0x671d
2249,朝,0x671d
2250,期,0x671f
2251,期,0x671f
2252,期,0x671f
2253,期,0x671f
2254,期,0x671f
2255,期,0x671f
2256,期,0x671f
2257,期,0x671f
2258,期,0x671f
2259,期,0x671f
2260,木,0x6728
2261,木,0x6728
2262,木,0x6728
2263,木,0x6728
2264,木,0x6728
2265,木,0x6728
2266,木,0x6728
2267,木,0x6728
2268,木,0x6728
2269,木,0x6728
2270,本,0x672c
2271,本,0x672c
2272,本,0x672c
2273,本,0x672c
2274,本,0x672c
2275,本,0x672c
2276,本,0x672c
2277,本,0x672c
2278,本,0x672c
2279,本,0x672c
2280,す,0x3059
2281,す,0x3059
2282,す,0x3059
2283,す,0x3059
2284,す,0x3059
2285,す,0x3059
2286,す,0x3059
2287,す,0x3059
2288,す,0x3059
2289,す,0x3059
2290,せ,0x305b
2291,せ,0x305b
2292,せ,0x305b
2293,せ,0x305b
2294,せ,0x305b
2295,せ,0x305b
2296,せ,0x305b
2297,せ,0x305b
2298,せ,0x305b
2299,せ,0x305b
2300,そ,0x305d
2301,そ,0x305d
2302,そ,0x305d
2303,そ,0x305d
2304,そ,0x305d
2305,そ,0x305d
2306,そ,0x305d
2307,そ,0x305d
2308,そ,0x305d
2309,そ,0x305d
2310,た,0x305f
2311,た,0x305f
2312,た,0x305f
2313,た,0x305f
2314,た,0x305f
2315,た,0x305f
2316,た,0x305f
2317,た,0x305f
2318,た,0x305f
2319,た,0x305f
2320,ち,0x3061
2321,ち,0x3061
2322,ち,0x3061
2323,ち,0x3061
2324,ち,0x3061
2325,ち,0x3061
2326,ち,0x3061
2327,ち,0x3061
2328,ち,0x3061
2329,ち,0x3061
2330,つ,0x3064
2331,つ,0x3064
2332,つ,0x3064
2333,つ,0x3064
2334,つ,0x3064
2335,つ,0x3064
2336,つ,0x3064
2337,つ,0x3064
2338,つ,0x3064
2339,つ,0x3064
2340,て,0x3066
2341,て,0x3066
2342,て,0x3066
2343,て,0x3066
2344,て,0x3066
2345,て,0x3066
2346,て,0x3066
2347,て,0x3066
2348,て,0x3066
2349,て,0x3066
2350,と,0x3068
2351,と,0x3068
2352,と,0x3068
2353,と,0x3068
2354,と,0x3068
2355,と,0x3068
2356,と,0x3068
2357,と,0x3068
2358,と,0x3068
2359,と,0x3068
2360,な,0x306a
2361,な,0x306a
2362,な,0x306a
2363,な,0x306a
2364,な,0x306a
2365,な,0x306a
2366,な,0x306a
2367,な,0x306a
2368,な,0x306a
2369,な,0x306a
2370,に,0x306b
2371,に,0x306b
2372,に,0x306b
2373,に,0x306b
2374,に,0x306b
2375,に,0x306b
2376,に,0x306b
2377,に,0x306b
2378,に,0x306b
2379,に,0x306b
2380,ぬ,0x306c
2381,ぬ,0x306c
2382,ぬ,0x306c
2383,ぬ,0x306c
2384,ぬ,0x306c
2385,ぬ,0x306c
2386,ぬ,0x306c
2387,ぬ,0x306c
2388,ぬ,0x306c
2389,ぬ,0x306c
2390,ね,0x306d
2391,ね,0x306d
2392,ね,0x306d
2393,ね,0x306d
2394,ね,0x306d
2395,ね,0x306d
2396,ね,0x306d
2397,ね,0x306d
2398,ね,0x306d
2399,ね,0x306d
2400,未,0x672a
2401,未,0x672a
2402,未,0x672a
2403,未,0x672a
2404,未,0x672a
2405,未,0x672a
2406,未,0x672a
2407,未,0x672a
2408,未,0x672a
2409,未,0x672a
2410,来,0x6765
2411,来,0x6765
2412,来,0x6765
2413,来,0x6765
2414,来,0x6765
2415,来,0x6765
2416,来,0x6765
2417,来,0x6765
2418,来,0x6765
2419,来,0x6765
2420,条,0x6761
2421,条,0x6761
2422,条,0x6761
2423,条,0x6761
2424,条,0x6761
2425,条,0x6761
2426,条,0x6761
2427,条,0x6761
2428,条,0x6761
2429,条,0x6761
2430,査,0x67fb
2431,査,0x67fb
2432,査,0x67fb
2433,査,0x67fb
2434,査,0x67fb
2435,査,0x67fb
2436,査,0x67fb
2437,査,0x67fb
2438,査,0x67fb
2439,査,0x67fb
2440,松,0x677e
2441,松,0x677e
2442,松,0x677e
2443,松,0x677e
2444,松,0x677e
2445,松,0x677e
2446,松,0x677e
2447,松,0x677e
2448,松,0x677e
2449,松,0x677e
2450,林,0x6797
2451,林,0x6797
2452,林,0x6797
2453,林,0x6797
2454,林,0x6797
2455,林,0x6797
2456,林,0x6797
2457,林,0x6797
2458,林,0x6797
2459,林,0x6797
2460,格,0x683c
2461,格,0x683c
2462,格,0x683c
2463,格,0x683c
2464,格,0x683c
2465,格,0x683c
2466,格,0x683c
2467,格,0x683c
2468,格,0x683c
2469,格,0x683c
2470,案,0x6848
2471,案,0x6848
2472,案,0x6848
2473,案,0x6848
2474,案,0x6848
2475,案,0x6848
2476,案,0x6848
2477,案,0x6848
2478,案,0x6848
2479,案,0x6848
2480,業,0x696d
2481,業,0x696d
2482,業,0x696d
2483,業,0x696d
2484,業,0x696d
2485,業,0x696d
2486,業,0x696d
2487,業,0x696d
2488,業,0x696d
2489,業,0x696d
2490,株,0x682a
2491,株,0x682a
2492,株,0x682a
2493,株,0x682a
2494,株,0x682a
2495,株,0x682a
2496,株,0x682a
2497,株,0x682a
2498,株,0x682a
2499,株,0x682a
2500,森,0x68ee
2501,森,0x68ee
2502,森,0x68ee
2503,森,0x68ee
2504,森,0x68ee
2505,森,0x68ee
2506,森,0x68ee
2507,森,0x68ee
2508,森,0x68ee
2509,森,0x68ee
2510,極,0x6975
2511,極,0x6975
2512,極,0x6975
2513,極,0x6975
2514,極,0x6975
2515,極,0x6975
2516,極,0x6975
2517,極,0x6975
2518,極,0x6975
2519,極,0x6975
2520,の,0x306e
2521,の,0x306e
2522,の,0x306e
2523,の,0x306e
2524,の,0x306e
2525,の,0x306e
2526,の,0x306e
2527,の,0x306e
2528,の,0x306e
2529,の,0x306e
2530,は,0x306f
2531,は,0x306f
2532,は,0x306f
2533,は,0x306f
2534,は,0x306f
2535,は,0x306f
2536,は,0x306f
2537,は,0x306f
2538,は,0x306f
2539,は,0x306f
2540,ひ,0x3072
2541,ひ,0x3072
2542,ひ,0x3072
2543,ひ,0x3072
2544,ひ,0x3072
2545,ひ,0x3072
2546,ひ,0x3072
2547,ひ,0x3072
2548,ひ,0x3072
2549,ひ,0x3072
2550,ふ,0x3075
2551,ふ,0x3075
2552,ふ,0x3075
2553,ふ,0x3075
2554,ふ,0x3075
2555,ふ,0x3075
2556,ふ,0x3075
2557,ふ,0x3075
2558,ふ,0x3075
2559,ふ,0x3075
2560,へ,0x3078
2561,へ,0x3078
2562,へ,0x3078
2563,へ,0x3078
2564,へ,0x3078
2565,へ,0x3078
2566,へ,0x3078
2567,へ,0x3078
2568,へ,0x3078
2569,へ,0x3078
2570,ほ,0x307b
2571,ほ,0x307b
2572,ほ,0x307b
2573,ほ,0x307b
2574,ほ,0x307b
2575,ほ,0x307b
2576,ほ,0x307b
2577,ほ,0x307b
2578,ほ,0x307b
2579,ほ,0x307b
2580,ま,0x307e
2581,ま,0x307e
2582,ま,0x307e
2583,ま,0x307e
2584,ま,0x307e
2585,ま,0x307e
2586,ま,0x307e
2587,ま,0x307e
2588,ま,0x307e
2589,ま,0x307e
2590,み,0x307f
2591,み,0x307f
2592,み,0x307f
2593,み,0x307f
2594,み,0x307f
2595,み,0x307f
2596,み,0x307f
2597,み,0x307f
2598,み,0x307f
2599,み,0x307f
2600,む,0x3080
2601,む,0x3080
2602,む,0x3080
2603,む,0x3080
2604,む,0x3080
2605,む,0x3080
2606,む,0x3080
2607,む,0x3080
2608,む,0x3080
2609,む,0x3080
2610,め,0x3081
2611,め,0x3081
2612,め,0x3081
2613,め,0x3081
2614,め,0x3081
2615,め,0x3081
2616,め,0x3081
2617,め,0x3081
2618,め,0x3081
2619,め,0x3081
2620,も,0x3082
2621,も,0x3082
2622,も,0x3082
2623,も,0x3082
2624,も,0x3082
2625,も,0x3082
2626,も,0x3082
2627,も,0x3082
2628,も,0x3082
2629,も,0x3082
2630,や,0x3084
2631,や,0x3084
2632,や,0x3084
2633,や,0x3084
2634,や,0x3084
2635,や,0x3084
2636,や,0x3084
2637,や,0x3084
2638,や,0x3084
2639,や,0x3084
2640,楽,0x697d
2641,楽,0x697d
2642,楽,0x697d
2643,楽,0x697d
2644,楽,0x697d
2645,楽,0x697d
2646,楽,0x697d
2647,楽,0x697d
2648,楽,0x697d
2649,楽,0x697d
2650,検,0x691c
2651,検,0x691c
2652,検,0x691c
2653,検,0x691c
2654,検,0x691c
2655,検,0x691c
2656,検,0x691c
2657,検,0x691c
2658,検,0x691c
2659,検,0x691c
2660,権,0x6a29
2661,権,0x6a29
2662,権,0x6a29
2663,権,0x6a29
2664,権,0x6a29
2665,権,0x6a29
2666,権,0x6a29
2667,権,0x6a29
2668,権,0x6a29
2669,権,0x6a29
2670,機,0x6a5f
2671,機,0x6a5f
2672,機,0x6a5f
2673,機,0x6a5f
2674,機,0x6a5f
2675,機,0x6a5f
2676,機,0x6a5f
2677,機,0x6a5f
2678,機,0x6a5f
2679,機,0x6a5f
